frame_num,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
320,299.0,[2384.6511121061058 1421.7419564323932 3060.5396791952508 2021.2595843116046],[2628.038818359375 1781.015625 2815.925537109375 1861.9119873046875],0.6249254941940308,EN61NNG,0.5069853432540465
321,299.0,[2385.4011485957117 1426.5056364332409 3063.252416524315 2029.567557770606],[2630.364501953125 1776.4486083984375 2819.82666015625 1861.9332275390625],0.6331783533096313,EN61NDG,0.17232155957087042
337,299.0,[2408.6990455119853 1523.6390641936352 3129.7774611184864 2147.153273175865],[2664.706787109375 1905.3780517578125 2863.503662109375 1988.3153076171875],0.6335250735282898,ET61NNC,0.20211118390193847
340,299.0,[2415.6323077099382 1531.7655037448526 3140.1615152977415 2148.620797566338],[2671.681640625 1924.5732421875 2872.5732421875 2013.0673828125],0.6912950277328491,ET61NAC,0.2303231599107956
344,299.0,[2424.4869337865125 1562.3135428356238 3156.8331198925903 2151.1498437600235],[2680.50537109375 1965.4031982421875 2884.9931640625 2052.03466796875],0.6945275664329529,EN61NAG,0.08267781753407073
349,299.0,[2434.834822500178 1599.2873594989014 3181.8146248795033 2155.3029913888286],[2691.276123046875 2010.3218994140625 2911.79052734375 2101.146484375],0.7096565365791321,LT71NHL,0.0434754831971554
353,299.0,[2444.644816928261 1621.5157528488744 3207.4383346488976 2152.8502573695737],[2703.23095703125 2052.81982421875 2919.781005859375 2139.113037109375],0.6856769919395447,ET61MAL,0.12242009874608722
369,380.0,[872.0632208684215 1406.6127822617166 1510.159611147532 1961.6690028277378],[1082.153076171875 1761.0003662109375 1258.088134765625 1845.2156982421875],0.499376118183136,IV84HVF,0.1937207941085401
373,380.0,[865.3212260409084 1430.2274798773183 1515.2253720747588 1993.619431750666],[1076.0999755859375 1786.5955810546875 1265.1871337890625 1872.9869384765625],0.5638999342918396,AV98WVF,0.10389470195552734
378,380.0,[832.134007839443 1449.5652734109017 1492.1138539529682 2019.4851425911702],[1052.714111328125 1827.4365234375 1244.2669677734375 1909.847900390625],0.5676398277282715,WV00WVF,0.03513266465139404
379,380.0,[828.2928810806709 1455.2541103303483 1490.9868447822416 2027.5173780907066],[1046.8392333984375 1830.3603515625 1236.693603515625 1910.457275390625],0.6091898679733276,JV00MVF,0.2683677054011754
381,380.0,[819.7808037453811 1470.4708685888259 1486.6286465464345 2052.450741795776],[1039.9683837890625 1842.886962890625 1217.3709716796875 1932.17724609375],0.5813002586364746,AA00MVF,0.11963329294357242
383,380.0,[812.7640787428082 1481.835548419644 1483.902211250087 2075.9558800902346],[1031.825439453125 1860.8614501953125 1229.513427734375 1944.131591796875],0.593665599822998,AV08HVF,0.11874839821014245
389,380.0,[777.4834059832331 1516.6962981358688 1462.1641645232523 2125.9884277193178],[1008.9605712890625 1899.5223388671875 1193.2943115234375 1988.7965087890625],0.5627654194831848,AV00HVF,0.25568331071593325
393,380.0,[755.275912293826 1535.861302797782 1443.77477753638 2149.1994437755634],[996.8186645507812 1933.4794921875 1188.04736328125 2021.45361328125],0.6635947227478027,OV00HVF,0.2858865180260237
394,380.0,[752.1916623626062 1538.1136718283797 1445.831161551966 2152.5849015351623],[985.7493896484375 1933.3201904296875 1181.90771484375 2022.5050048828125],0.6483611464500427,AV00HVF,0.06920603002139769
395,380.0,[743.538539633465 1542.0812846043805 1440.2535667745965 2155.0632024785464],[978.0598754882812 1939.0616455078125 1183.088134765625 2033.9102783203125],0.6687398552894592,AV08HVF,0.1939212132550114
403,470.0,[2267.7837640083594 908.8426038380169 2995.224367673189 1787.8030630130513],[2569.539794921875 1577.31494140625 2735.954833984375 1653.692626953125],0.29935529828071594,BC65USJ,0.14037483879185672
405,380.0,[677.1740312636593 1608.472050261947 1418.3192581075446 2160.3326709248768],[931.6552734375 2026.2298583984375 1132.938720703125 2119.114501953125],0.6811547875404358,AV00HVE,0.19271359665736468
406,380.0,[674.7989476654468 1613.8185461274384 1416.321296243885 2161.442595490847],[926.2648315429688 2028.7591552734375 1132.6070556640625 2126.2568359375],0.6798837184906006,AV08HVF,0.2693168773275868
408,380.0,[670.1467995592495 1626.5121964419059 1409.9934634183066 2162.2574845138943],[919.2595825195312 2055.3173828125 1128.902099609375 2151.90478515625],0.6941552758216858,AV00HVF,0.13394239350751008
408,527.0,[2266.816296651045 910.6708925219236 3011.0636540296114 1819.405377379605],[2581.924072265625 1602.02490234375 2758.564453125 1691.19287109375],0.5717234015464783,BG65USJ,0.8324973582644274
409,527.0,[2265.523492578723 913.8064078201751 3004.4223943834536 1824.6791850130057],[2580.71337890625 1608.5025634765625 2753.176025390625 1693.499755859375],0.5886453986167908,BG65USJ,0.7948693720098716
410,380.0,[665.8161566610509 1639.2250380271894 1410.3779015002963 2160.9510374617053],[905.384765625 2068.837158203125 1118.0950927734375 2160.0],0.7550482153892517,AV00HVF,0.12422130165500747
412,527.0,[2277.1643620047594 926.622891580844 3008.9195658235553 1850.513380281135],[2579.523193359375 1620.3116455078125 2757.37353515625 1708.6622314453125],0.6025826930999756,BG65USJ,0.8016780692358056
413,527.0,[2278.929609345765 927.7387961143043 3009.189914829438 1852.4908973418685],[2583.443603515625 1630.8497314453125 2758.72412109375 1716.3922119140625],0.6191356182098389,PG65USJ,0.30057174353773447
413,380.0,[653.0129573881253 1663.1784993527515 1403.4412641199851 2160.0159614718937],[900.2448120117188 2098.73291015625 1106.2020263671875 2160.0],0.5696123838424683,MV44MVI,0.18546388782999593
414,527.0,[2286.0423907099243 930.192056625915 3013.885576784541 1858.873116529373],[2582.581787109375 1634.54296875 2759.67041015625 1724.1793212890625],0.6535168290138245,BG65USJ,0.8025799205344496
415,527.0,[2291.599582125337 931.8436528975851 3017.9803563632354 1862.3722871016905],[2584.890380859375 1645.021484375 2749.225341796875 1721.721435546875],0.5635964870452881,BG65USI,0.39858310276920045
419,527.0,[2297.1785033001474 957.9606003181522 3025.5234719105297 1902.4672610153489],[2582.625244140625 1665.6829833984375 2767.51416015625 1752.3350830078125],0.5841264128684998,BG65USJ,0.6187909077149492
420,527.0,[2299.1056155824576 961.5483994581875 3025.624423086015 1908.8369520286012],[2585.135009765625 1673.627685546875 2772.952880859375 1761.2117919921875],0.6306339502334595,AG65USJ,0.41844994291162946
421,527.0,[2301.5197409463576 964.4420203523698 3027.437234814233 1915.658602649992],[2586.033935546875 1678.9674072265625 2769.107177734375 1766.0750732421875],0.6288138628005981,BG65USJ,0.16492603273871587
422,527.0,[2298.0657758485395 969.5557090456552 3029.2227635643176 1928.4433444717567],[2585.769287109375 1681.664794921875 2765.3759765625 1767.32958984375],0.6404567956924438,BG65USJ,0.6051887790622792
423,527.0,[2280.2591201193563 974.542143184418 3024.552843199058 1937.5293741947844],[2583.191162109375 1691.5902099609375 2768.126953125 1782.5987548828125],0.653095006942749,BG65USJ,0.7314930481615075
424,527.0,[2285.6803710499776 974.6152171818483 3033.3753964863276 1943.7510195103434],[2581.899169921875 1694.935302734375 2768.004638671875 1787.14208984375],0.6501322388648987,BG65USJ,0.5274681138380997
425,527.0,[2298.3336786087025 979.4754653958948 3045.5457695682103 1956.0418764338078],[2585.741455078125 1702.0924072265625 2769.753662109375 1793.8948974609375],0.664454996585846,BG65USJ,0.48099248561051167
426,527.0,[2305.150387288249 981.2630674132051 3049.7867752106627 1963.5340984219656],[2582.335693359375 1710.923583984375 2769.7265625 1797.090087890625],0.5907644629478455,BG65USJ,0.4574893022998385
427,527.0,[2309.476734266607 981.9518297489853 3055.519180732794 1970.2412060414722],[2588.41259765625 1714.1943359375 2772.731689453125 1804.6341552734375],0.6167730689048767,BG65USJ,0.5332584800743557
428,527.0,[2312.506496370801 984.1738032393232 3061.404108135419 1976.3262558141773],[2589.158203125 1726.6783447265625 2776.348388671875 1810.900634765625],0.6288995146751404,BG65USJ,0.5834682315487434
431,527.0,[2318.615508995771 998.0344833448839 3092.089806753287 1993.8635539905868],[2591.00537109375 1742.720947265625 2781.18994140625 1829.7366943359375],0.6612228155136108,BG65USJ,0.3294279496493281
433,556.0,[2311.4342783633288 993.4999782367183 3103.3414057239684 2000.469426044743],[2590.129638671875 1754.6533203125 2781.439697265625 1839.771728515625],0.6068254709243774,BG65USJ,0.49044508387874813
434,556.0,[2303.4736138612434 996.1033490370669 3107.9880570604355 2008.151773521262],[2595.02734375 1764.3555908203125 2783.998046875 1849.9859619140625],0.6151244044303894,BG65USJ,0.15187888691101603
436,556.0,[2301.315337592602 1002.4516658769699 3097.2196585274187 2006.8176257876812],[2594.7568359375 1771.2884521484375 2785.140380859375 1860.9013671875],0.6601747274398804,BG65USJ,0.4790839149889522
437,556.0,[2300.0459106909593 1006.5060225277982 3102.2832339231472 2012.5976511300535],[2592.3251953125 1787.770751953125 2784.255615234375 1878.156005859375],0.642331600189209,BC65USJ,0.28091476328183695
438,556.0,[2292.5545654581115 1012.1492414992115 3102.7847952822017 2027.193025411835],[2592.6259765625 1788.7470703125 2786.591796875 1882.417236328125],0.6743137836456299,BG65USJ,0.5162459051516648
439,556.0,[2295.9835068453676 1016.7225399459955 3103.4731925259484 2037.300876267712],[2591.736328125 1798.2890625 2786.62646484375 1886.558349609375],0.6723027229309082,BC65USJ,0.1327480113940944
440,556.0,[2303.481929987559 1024.6891261125793 3108.1204700257476 2049.515407475151],[2588.956298828125 1801.158447265625 2783.37109375 1890.5003662109375],0.6436857581138611,BG65USJ,0.40317121290119107
441,556.0,[2303.107806202841 1029.5737078557695 3113.905929417224 2059.9152421670806],[2592.011962890625 1811.3499755859375 2788.19921875 1904.1536865234375],0.6664450764656067,BG65USJ,0.5709650724706133
442,556.0,[2302.17910309203 1033.0103802700023 3109.9199947556394 2064.588294924094],[2591.984375 1821.0736083984375 2787.371337890625 1910.6671142578125],0.6527368426322937,BG65USJ,0.5556900067481142
445,556.0,[2306.264491425187 1043.9018631509207 3120.519983312858 2090.73702409493],[2597.162109375 1838.8267822265625 2789.515869140625 1933.6790771484375],0.6658631563186646,BG65USJ,0.2617486741673313
447,556.0,[2297.825041738366 1049.775548881471 3121.597877088935 2106.0247563951325],[2595.88916015625 1858.2620849609375 2793.6416015625 1950.172607421875],0.6604569554328918,BG65USJ,0.47874582875568306
448,556.0,[2295.3746394149803 1050.9981733184013 3129.663910452755 2112.1603787475233],[2596.108154296875 1860.603515625 2792.331298828125 1952.067626953125],0.6666877269744873,BG65USJ,0.4787505379772888
449,556.0,[2300.871351943419 1054.0649425894999 3138.1976682748823 2117.897313389515],[2594.475341796875 1865.8916015625 2791.3525390625 1962.9140625],0.6903790235519409,BG65USJ,0.41593876114902634
450,556.0,[2303.020277440128 1062.06812360073 3140.1929526074905 2127.4575575846034],[2592.153076171875 1882.3150634765625 2792.710693359375 1973.417724609375],0.6974437236785889,BC65USJ,0.5009662352283012
451,556.0,[2293.5340333900263 1064.6005843868702 3132.0865960903616 2132.150867061201],[2591.282958984375 1888.6510009765625 2793.45556640625 1979.5870361328125],0.6888110041618347,BG65USJ,0.9475464200474114
452,556.0,[2287.2894511104337 1068.1612458437112 3126.5316564856944 2138.033970250184],[2592.1884765625 1895.0611572265625 2795.14404296875 1986.29638671875],0.6806507706642151,BC65USJ,0.3969758091266528
453,556.0,[2287.0130915859136 1073.936179339053 3130.9663592486695 2144.8136105804397],[2590.374755859375 1904.950927734375 2798.268310546875 1999.94677734375],0.6827834248542786,BG65USJ,0.14725445356686734
454,556.0,[2287.311282582674 1081.2840260963374 3131.885382186828 2149.9398948051166],[2590.62451171875 1906.6171875 2798.93359375 1997.91064453125],0.6721166968345642,BG65USJ,0.43499796617898884
455,556.0,[2268.484901152636 1086.7119637769315 3116.2564224468692 2153.4641309729755],[2593.7900390625 1915.922607421875 2802.585205078125 2011.002685546875],0.712047815322876,BG65USJ,0.5118556820958121
465,598.0,[2257.9648275937475 1145.2227971592902 3153.698302286692 2143.6762345252682],[2591.983154296875 2001.2069091796875 2816.203857421875 2097.91796875],0.7215656042098999,AL65USJ,0.27980457985084334
470,608.0,[2226.8216216950473 1167.9201016145148 3151.231806328238 2146.621547901319],[2600.60400390625 2044.877197265625 2818.422607421875 2143.17041015625],0.7192320227622986,BC65USJ,0.3349377747471891
492,345.0,[1056.3975211635168 1156.179541131137 1636.099691373037 1688.3107456738305],[1245.035888671875 1476.515625 1420.1846923828125 1560.122314453125],0.5520810484886169,AK64DMV,0.3617225580318851
493,345.0,[1054.1360316429195 1158.6131187449923 1631.5284645637762 1690.528182778448],[1240.8275146484375 1477.959228515625 1425.4820556640625 1560.744140625],0.5371986031532288,JM67OMV,0.16093207010708313
497,331.0,[811.7066050429409 1577.3252211681963 1422.255018917795 2042.2894744753],[993.12548828125 1891.1817626953125 1202.9483642578125 1996.6343994140625],0.6053779125213623,AA54KCJ,0.050424827442065466
499,331.0,[806.3337334603364 1582.1786462549517 1421.5633327600797 2050.659464239451],[993.3312377929688 1905.7413330078125 1200.8310546875 2009.9521484375],0.29091858863830566,NA54KGJ,0.548360764910744
500,331.0,[806.5666362697825 1587.4883220775123 1423.2126952754415 2056.320131372962],[994.8140258789062 1919.474609375 1197.2626953125 2017.55615234375],0.2960207164287567,NA54KGJ,0.3734153480990713
505,331.0,[791.9576146777199 1623.4186301459426 1417.9794397185465 2096.589946008311],[986.1473388671875 1948.36962890625 1193.6212158203125 2047.174072265625],0.5562954545021057,NA51KGJ,0.051227352218566446
506,345.0,[1016.9314953302219 1186.6918060930202 1615.145409402739 1740.386596252827],[1213.847412109375 1527.796875 1397.047119140625 1616.490966796875],0.6582638621330261,AK64DMV,0.3242319535297532
511,331.0,[783.4628821090689 1659.359366984845 1415.1095341360176 2135.343825381998],[975.728271484375 1988.03759765625 1192.045166015625 2091.421142578125],0.40426239371299744,NA51KGJ,0.23228209260065139
518,345.0,[980.5678371129984 1230.415193540373 1597.219550462713 1800.3997984337625],[1187.896728515625 1576.5697021484375 1381.0648193359375 1669.874755859375],0.678813099861145,AK64DMV,0.45974424629434907
575,345.0,[816.2463245874717 1461.1368539620398 1529.9343039055882 2127.2660969592175],[1064.5499267578125 1879.9149169921875 1280.945068359375 1984.6153564453125],0.7059443593025208,AK54DMV,0.2073205113568491
576,345.0,[810.6539965180264 1467.6214273851729 1529.3187582318842 2133.464801371218],[1063.5115966796875 1892.6231689453125 1277.806884765625 1989.7064208984375],0.6805187463760376,AK62DMV,0.3204948059497964
596,345.0,[759.7544688354553 1571.2411055263299 1510.924405589932 2154.3848364237815],[1009.08837890625 2024.05517578125 1236.685546875 2130.1787109375],0.7019401788711548,AK64DMV,0.596218268734224
599,345.0,[749.2212544882815 1588.6317730526303 1507.8012867081993 2157.992339164807],[1000.4492797851562 2050.10009765625 1234.452880859375 2156.150390625],0.7301963567733765,AI64DNV,0.5151771753256852
727,657.0,[885.944414497466 1431.8144390204548 1544.2756337954638 1991.2433423618859],[1121.687744140625 1847.6705322265625 1297.2745361328125 1938.201171875],0.25490081310272217,XH06MSU,0.08065380801454827
729,657.0,[875.777060278334 1440.8211200023286 1541.756685224375 2002.4021175982245],[1099.918212890625 1864.9749755859375 1288.859619140625 1949.1339111328125],0.5964351296424866,XH06KSU,0.29951694856584987
733,657.0,[862.9882729111306 1460.0055179350102 1538.609647501737 2030.9864997890436],[1111.7652587890625 1890.156005859375 1280.3746337890625 1967.1357421875],0.2790782153606415,KH06KSU,0.37058340355067754
734,657.0,[858.9566244578957 1464.9931303870023 1535.245164317221 2038.679140258693],[1098.697509765625 1894.4356689453125 1288.0887451171875 1991.04833984375],0.5939476490020752,KH06KSU,0.21530127162908885
737,657.0,[854.97572396633 1475.509732766581 1537.9184759946002 2058.674975289862],[1076.6610107421875 1911.2421875 1279.763427734375 2008.9556884765625],0.6178572773933411,KH06KSU,0.1166338837265582
738,657.0,[854.2978449834092 1482.6472765388467 1537.4893125909362 2066.018070554965],[1081.25537109375 1925.3331298828125 1279.83740234375 2013.3863525390625],0.6729512214660645,KH06KSU,0.3627647643598013
739,657.0,[852.0199710999736 1491.2184874318973 1534.7835936623837 2073.9846775869246],[1076.5350341796875 1926.47021484375 1280.9140625 2018.137939453125],0.6740584969520569,KH06KSU,0.11851481229033005
741,657.0,[848.651676246315 1503.8681172735255 1536.9347235675752 2088.348684797873],[1064.666748046875 1932.61572265625 1274.0419921875 2041.4342041015625],0.6297664642333984,KH06KSU,0.29494209524166715
742,657.0,[845.4271989780502 1506.9316064812217 1534.476788498914 2092.4067420270376],[1070.4969482421875 1936.1326904296875 1270.86083984375 2041.3612060546875],0.6489385366439819,KH06KSU,0.27838425944977313
743,657.0,[840.182079531656 1511.6422218144185 1532.7233545867673 2098.1779877364993],[1061.1341552734375 1950.14794921875 1268.3155517578125 2046.949951171875],0.6658127903938293,KH06KSU,0.18582578720451598
744,657.0,[835.8149948899069 1517.5353315977484 1532.842153821981 2104.9479222588916],[1059.1318359375 1957.1103515625 1268.64697265625 2052.44384765625],0.6273754239082336,KH06KSU,0.20627467191104895
746,657.0,[826.8163604441726 1525.1108033131113 1528.1849867568571 2115.4400426259854],[1048.618408203125 1974.673828125 1264.5272216796875 2072.971435546875],0.6743991374969482,KH05KSU,0.18219806702283908
747,657.0,[823.3352381246766 1530.649318832904 1528.806464624626 2122.7176771553977],[1057.034423828125 1980.4205322265625 1255.8321533203125 2075.000244140625],0.6638638973236084,KH06KSU,0.286354434955698
748,657.0,[821.5037834636228 1536.3000426106244 1530.9865077234863 2128.422359263155],[1054.9039306640625 1980.6888427734375 1255.534423828125 2079.222900390625],0.6031376719474792,KH06KSU,0.3253796952596148
749,657.0,[817.8228257147873 1542.5872904080584 1531.8511230006945 2135.809900480339],[1045.4576416015625 1993.4326171875 1255.578125 2087.508544921875],0.6299819350242615,KH06KSU,0.5017114627944128
750,657.0,[810.9601395517111 1548.831305683839 1526.45678703796 2142.1260780609277],[1049.2059326171875 1995.449462890625 1261.0706787109375 2099.190673828125],0.6815242767333984,KH06KSU,0.4024939246422146
752,657.0,[802.4014347975201 1557.0833883715168 1516.6108559182087 2149.724286160611],[1044.1890869140625 2010.1871337890625 1260.7420654296875 2105.595947265625],0.6648999452590942,KH05KSU,0.20222513521037636
753,657.0,[800.9063946509491 1561.3587024567018 1515.2249130441824 2152.707490546243],[1039.389892578125 2019.099609375 1252.8143310546875 2121.916259765625],0.6834301948547363,KH06KSU,0.15297776442309158
1015,1106.0,[2113.0608745537243 1352.5332933521374 2891.026508305116 2150.633710655572],[2387.537109375 1946.2679443359375 2595.667236328125 2038.0528564453125],0.6841679811477661,JJ07AVI,0.05696012688196342
1215,1263.0,[2094.7573838846233 1246.4363207724557 2684.553422204091 1720.194297844071],[2308.4189453125 1546.9666748046875 2486.51025390625 1640.186767578125],0.6233543753623962,JU65ZTA,0.09453488721903643
1217,1263.0,[2095.2324198784895 1251.838496658385 2686.966473770374 1731.7654842960026],[2314.848876953125 1549.9757080078125 2498.364501953125 1652.8634033203125],0.636885941028595,QG85ZGX,0.14986070471852503
1252,1263.0,[2101.197610021259 1385.352911157797 2764.985964613307 1917.4138961043889],[2358.567138671875 1728.56982421875 2542.112060546875 1817.079345703125],0.6809946894645691,QG65ZFX,0.1338907995218944
1255,1263.0,[2102.6471193667826 1401.632023470949 2771.8892920754574 1935.4864996091294],[2363.07861328125 1738.4853515625 2554.627197265625 1836.659912109375],0.6728246212005615,QG65ZFX,0.16301045091653457
1260,1263.0,[2109.3384766292493 1424.2855649580233 2792.0976863346123 1969.6460221746738],[2370.82470703125 1776.4493408203125 2563.426025390625 1867.7669677734375],0.6781352162361145,NG65ZFX,0.2389113663321743
1262,1263.0,[2111.0180335038986 1431.820883763542 2796.397144295527 1982.1756911358002],[2377.012939453125 1786.798828125 2570.9033203125 1881.10107421875],0.695695698261261,QG65ZFX,0.21921520297804067
1266,1263.0,[2119.2628641708416 1449.9211673840002 2811.4073655940347 2004.1282195156766],[2386.744140625 1810.363037109375 2575.851806640625 1902.122314453125],0.6783018708229065,QG65ZFX,0.12704401592558165
1267,1263.0,[2117.149878001518 1454.2992303927172 2810.206324085476 2009.1257784011032],[2384.093994140625 1811.1990966796875 2578.0576171875 1905.4163818359375],0.6783440113067627,QG65ZFX,0.4178170766723543
1269,1263.0,[2117.1246928816695 1467.6513873717402 2813.3960092086113 2025.537319084203],[2378.721923828125 1827.0230712890625 2578.2255859375 1924.4798583984375],0.6920576095581055,NG65ZFX,0.2515054850152639
1270,1263.0,[2119.621501662757 1471.410790717091 2816.4537377803076 2031.2573459695686],[2388.156005859375 1829.3031005859375 2579.16357421875 1926.6240234375],0.6992418766021729,QG65ZFX,0.24725319669666188
1273,1263.0,[2119.552235498073 1486.6969316827317 2818.6853483513178 2053.683161816595],[2391.476806640625 1855.6790771484375 2589.51513671875 1942.2476806640625],0.6674537062644958,NG65ZFX,0.1085522619271423
1274,1263.0,[2118.4712040849404 1491.5393622284182 2823.012859591209 2060.947272944163],[2396.531982421875 1863.5203857421875 2591.7041015625 1950.9407958984375],0.6826953291893005,QG65ZFX,0.21945682911424874
1275,1263.0,[2127.159640190779 1495.7710186247193 2830.1604228511433 2066.66402032205],[2396.6513671875 1867.5743408203125 2597.06298828125 1961.1668701171875],0.7003992795944214,WG65ZFX,0.27427575217341477
1277,1263.0,[2122.674666460126 1505.8641552298423 2832.982795401691 2079.400829848123],[2395.973876953125 1874.385498046875 2595.516357421875 1969.128662109375],0.7015225291252136,NG65ZFX,0.16821364114149426
1279,1263.0,[2125.19084488953 1516.5417341818975 2841.1226693625204 2090.7492483481096],[2399.089599609375 1884.799072265625 2600.678466796875 1983.161865234375],0.6876299977302551,NG65ZFA,0.21739859288733132
1280,1263.0,[2125.518941454486 1518.913901800472 2844.493635002363 2095.17518143116],[2416.366943359375 1906.1778564453125 2599.8056640625 1987.5382080078125],0.6296228766441345,NG65ZFX,0.3046547705627758
1281,1263.0,[2125.328337023679 1522.5145791064917 2847.248246854388 2100.24840042597],[2413.059814453125 1908.8873291015625 2607.453369140625 1998.2244873046875],0.6750514507293701,MG65ZFX,0.24411565812973748
1282,1263.0,[2125.249843716857 1525.4242877025094 2852.0692766754983 2103.9561355547503],[2410.059326171875 1909.5274658203125 2612.667724609375 1999.6527099609375],0.6839123964309692,WG65ZFX,0.1580239043216064
1283,1263.0,[2129.3964780996193 1530.9514650353576 2856.851445846235 2109.5550237738316],[2415.4482421875 1916.353759765625 2618.260986328125 2012.5709228515625],0.7233612537384033,QG65ZFX,0.294321663797465
1284,1263.0,[2134.1753471573966 1537.5161834306828 2863.560406674983 2115.9799738304127],[2403.032958984375 1925.1240234375 2617.953369140625 2021.5458984375],0.7040473818778992,QG65ZFX,0.24745251485224534
1285,1263.0,[2134.6012616756857 1540.8613474048138 2867.156056921722 2119.8624870786625],[2414.4990234375 1926.6734619140625 2623.300048828125 2027.4591064453125],0.7187596559524536,QG65ZFX,0.34163393063241226
1286,1263.0,[2136.213708049029 1549.5319139566886 2871.901199742994 2127.4459403315445],[2410.4853515625 1933.7281494140625 2625.466796875 2032.9237060546875],0.6970521807670593,WG65ZFX,0.1870739063168488
1287,1263.0,[2141.2719875397843 1556.6573342770112 2876.619466824144 2134.2568929640274],[2427.292236328125 1943.5989990234375 2626.86767578125 2037.1636962890625],0.6767445206642151,NG65ZFX,0.24139613041541377
1288,1263.0,[2144.640949722097 1562.7701525972177 2878.4189261600554 2140.664944173833],[2417.83251953125 1947.8426513671875 2626.270263671875 2041.3018798828125],0.694220781326294,NG65ZFX,0.25408824381964384
1289,1263.0,[2147.2352037800065 1565.784299374415 2882.6532996213627 2144.550970479343],[2427.901611328125 1956.51708984375 2628.47021484375 2051.197509765625],0.7098440527915955,WG65ZFX,0.11307141287771603
1290,1263.0,[2142.14795822268 1570.6614218227678 2887.544081932058 2146.7186224061174],[2428.829345703125 1964.8436279296875 2626.43408203125 2056.99609375],0.7092265486717224,WG65ZFX,0.23019012548123552
1291,1263.0,[2142.138857061095 1576.0264514965802 2891.780912803192 2150.0361699214477],[2432.69482421875 1969.092041015625 2633.656494140625 2058.978515625],0.7162513136863708,NC65ZFX,0.24171516274592306
1292,1263.0,[2147.6467123346492 1582.4084552662287 2896.1485980824773 2152.3477957506952],[2437.2451171875 1974.27685546875 2634.163330078125 2069.258056640625],0.7260527014732361,WG65ZFX,0.23382782349644826
1293,1263.0,[2138.8759064143046 1587.2896046934757 2895.740427665168 2153.1894626460125],[2433.164794921875 1983.380615234375 2640.21435546875 2081.71923828125],0.7152659893035889,WG65ZFX,0.25851614355735686
1294,1263.0,[2143.33910451627 1593.510014534949 2901.40730275637 2156.385720006583],[2437.204833984375 1985.5096435546875 2638.367431640625 2084.2685546875],0.7052675485610962,NG65ZFX,0.07771822783748726
1295,1263.0,[2156.0275464447905 1598.9428899114764 2909.973556759697 2156.971688307743],[2428.5625 1995.46337890625 2642.7255859375 2089.925537109375],0.7077453136444092,NG65ZFX,0.22353435541649208
1296,1263.0,[2152.899489990561 1604.596582369876 2909.0121108198164 2158.0535662354982],[2441.756103515625 2007.5654296875 2644.667724609375 2096.80517578125],0.7068228721618652,NG65ZFX,0.29170810322445595
1299,1263.0,[2173.4802053153885 1611.1362349191074 2929.7162727635064 2151.68376113739],[2446.32763671875 2022.2813720703125 2660.37451171875 2121.982666015625],0.706734836101532,WG65ZFX,0.12427310782065261
1300,1263.0,[2176.17830812477 1614.0359501535713 2930.822630001136 2151.247255755585],[2446.201171875 2026.2733154296875 2661.087646484375 2124.59912109375],0.7132696509361267,NG65ZFX,0.16211826549968372
1301,1263.0,[2176.229332909854 1621.7223057667368 2931.473308641449 2153.0738109917875],[2449.815185546875 2036.693115234375 2666.08544921875 2134.45458984375],0.6881893277168274,QG65ZFA,0.31023454715852405
1302,1263.0,[2182.1679757540387 1628.8228404976903 2940.7570106306766 2152.2666545401285],[2458.772705078125 2053.916015625 2664.82861328125 2144.826416015625],0.698335587978363,QG65ZFX,0.13713352312767377
1303,1263.0,[2182.580225292364 1636.4055110975405 2944.013274763188 2151.9206909127042],[2461.383056640625 2056.311767578125 2668.191162109375 2149.77392578125],0.720031201839447,NG65ZFX,0.21312168039405166
